ID,X,Y,No.Grains,Length,Width,Area,Primeter,Circularity,Compactness,Ellipticity,AR
0,674,289,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,292,344,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,607,633,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,640,158,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,618,106,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,373,379,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,536,383,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,518,334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,233,507,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,575,666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,737,388,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,549,420,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,164,514,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,754,342,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,256,316,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,309,511,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,191,501,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,710,601,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,727,549,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,649,605,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,335,357,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,671,232,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,107,509,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,648,188,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,550,706,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,508,739,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,412,395,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
