ID,X,Y,No.Grains,Length,Width,Area,Primeter,Circularity,Compactness,Ellipticity,AR
0,421,232,1.0,0.88,0.29,12.85,2.17,0.58,0.57,0.96,3.06
1,597,642,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,611,530,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,903,295,1.0,0.82,0.26,10.32,2.13,0.48,0.54,0.91,3.18
4,662,684,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,434,744,1.0,1.13,0.38,18.73,2.71,0.54,0.55,0.88,3.01
6,87,754,1.0,0.85,0.32,13.31,2.12,0.63,0.64,0.95,2.63
7,626,1255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,147,746,1.0,0.89,0.36,15.32,2.26,0.64,0.67,0.92,2.45
9,1027,1037,1.0,0.78,0.27,10.39,1.92,0.6,0.59,0.97,2.87
10,727,1187,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,479,350,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,902,427,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,909,485,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,277,749,1.0,1.09,0.32,17.63,2.67,0.53,0.51,0.92,3.35
15,368,757,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,530,396,0.0,0.2,0.2,1.93,0.68,0.89,1.0,1.0,1.0
17,875,999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,509,365,1.0,0.46,0.36,6.93,1.35,0.81,0.95,0.96,1.29
19,982,875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,791,1125,1.0,0.43,0.36,6.58,1.3,0.82,0.97,0.97,1.18
21,888,373,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,936,538,1.0,0.95,0.28,13.25,2.31,0.53,0.5,0.93,3.45
23,234,753,0.0,0.22,0.2,2.15,0.71,0.91,1.0,1.0,1.08
24,766,1130,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,465,294,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,533,612,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,204,754,1.0,0.72,0.34,11.14,2.02,0.58,0.67,0.77,2.12
28,670,1214,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,1018,991,1.0,0.67,0.24,8.58,1.73,0.61,0.61,0.95,2.77
30,564,465,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,960,623,1.0,0.95,0.27,13.34,2.34,0.52,0.51,0.97,3.47
