ID,X,Y,No.Grains,Length,Width,Area,Primeter,Circularity,Compactness,Ellipticity,AR
0,1339,909,3.0,1.23,0.26,16.66,3.21,0.34,0.37,0.59,4.66
1,160,721,1.0,0.61,0.25,8.17,1.53,0.74,0.74,0.99,2.39
2,926,1185,3.0,1.39,0.27,19.78,3.26,0.4,0.36,0.93,5.1
3,529,137,2.0,0.84,0.26,11.49,2.1,0.56,0.54,0.92,3.25
4,871,1121,1.0,0.36,0.29,4.63,1.06,0.87,0.97,0.97,1.23
5,1159,411,2.0,0.87,0.26,10.95,2.19,0.49,0.47,0.83,3.38
6,1113,332,2.0,0.78,0.23,9.44,1.98,0.51,0.51,0.92,3.46
7,731,776,2.0,1.04,0.25,14.25,2.5,0.49,0.44,0.91,4.06
8,637,465,2.0,0.95,0.26,11.81,2.38,0.45,0.45,0.91,3.61
9,958,468,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,932,1035,1.0,0.43,0.25,5.36,1.18,0.82,0.87,0.99,1.71
11,866,364,1.0,0.49,0.25,6.25,1.31,0.77,0.83,0.99,1.93
12,819,1041,1.0,0.36,0.22,4.0,1.02,0.82,0.89,1.0,1.62
13,967,931,4.0,1.53,0.27,19.14,3.96,0.26,0.27,0.74,5.69
14,1099,1001,1.0,0.54,0.25,6.81,1.44,0.7,0.73,0.94,2.16
15,1537,1011,1.0,0.47,0.26,6.34,1.29,0.81,0.84,0.99,1.84
16,969,345,1.0,0.38,0.25,4.64,1.08,0.84,0.91,0.99,1.52
17,411,769,1.0,0.49,0.27,6.97,1.34,0.82,0.87,1.0,1.77
18,616,364,2.0,0.97,0.29,12.76,2.53,0.42,0.45,0.82,3.33
19,825,767,5.0,2.02,0.28,28.41,4.73,0.27,0.23,0.74,7.17
20,356,748,1.0,0.49,0.27,6.56,1.32,0.81,0.85,0.99,1.81
21,288,817,1.0,0.44,0.26,5.68,1.24,0.78,0.86,0.98,1.72
22,1241,193,1.0,0.46,0.27,6.34,1.3,0.8,0.88,0.99,1.69
23,1205,311,2.0,0.87,0.26,11.68,2.23,0.5,0.49,0.8,3.37
24,735,101,4.0,1.64,0.28,21.42,3.89,0.3,0.28,0.84,5.85
25,730,1016,5.0,2.02,0.32,31.46,4.91,0.28,0.26,0.77,6.33
26,934,1276,1.0,0.43,0.25,5.32,1.18,0.82,0.88,0.99,1.67
27,790,239,1.0,0.57,0.24,7.31,1.52,0.67,0.71,0.98,2.36
28,1066,954,1.0,0.27,0.21,2.86,0.84,0.86,0.96,0.99,1.33
29,226,651,2.0,0.69,0.38,11.29,1.84,0.71,0.77,0.95,1.82
30,968,444,2.0,1.0,0.23,12.22,2.49,0.42,0.4,0.88,4.36
31,849,1002,1.0,0.36,0.33,5.59,1.2,0.82,0.97,0.94,1.12
32,407,675,3.0,1.16,0.34,17.17,3.07,0.39,0.39,0.51,3.39
33,1265,146,1.0,0.42,0.29,5.85,1.2,0.87,0.92,1.0,1.47
34,695,943,1.0,0.44,0.22,5.12,1.19,0.77,0.8,0.98,2.02
35,940,1316,2.0,0.71,0.29,10.36,1.82,0.67,0.69,0.96,2.47
36,260,674,1.0,0.42,0.32,6.44,1.25,0.88,0.96,0.98,1.33
37,1075,944,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,944,520,1.0,0.26,0.2,2.68,0.81,0.87,0.97,1.0,1.26
39,730,838,1.0,0.64,0.27,8.36,1.63,0.67,0.69,0.96,2.37
40,590,1041,1.0,0.47,0.32,7.42,1.42,0.78,0.89,0.93,1.51
41,675,477,1.0,0.24,0.22,2.51,0.77,0.9,0.99,1.0,1.08
42,1260,172,1.0,0.42,0.32,6.19,1.23,0.87,0.96,0.98,1.31
43,312,793,1.0,0.34,0.23,4.1,0.99,0.89,0.94,0.99,1.47
44,486,743,1.0,0.4,0.24,4.95,1.14,0.82,0.89,0.99,1.68
45,703,1110,5.0,1.82,0.29,25.32,4.77,0.24,0.24,0.6,6.3
46,589,935,1.0,0.59,0.3,8.32,1.58,0.71,0.77,0.95,1.96
47,273,721,1.0,0.49,0.24,6.29,1.28,0.82,0.83,1.0,2.07
48,1133,1060,1.0,0.47,0.2,5.41,1.24,0.75,0.76,0.98,2.33
49,787,445,4.0,1.71,0.26,22.63,4.05,0.29,0.25,0.74,6.67
50,1037,974,1.0,0.27,0.2,2.76,0.83,0.86,0.96,0.99,1.34
51,1205,403,1.0,0.49,0.25,6.32,1.31,0.79,0.83,0.99,1.93
52,1036,361,2.0,0.93,0.27,12.71,2.31,0.51,0.48,0.91,3.52
53,965,216,3.0,1.05,0.24,13.08,2.57,0.42,0.38,0.83,4.32
54,549,172,1.0,0.42,0.25,5.31,1.17,0.83,0.87,1.0,1.7
55,1201,250,1.0,0.59,0.28,8.12,1.56,0.71,0.76,0.98,2.1
56,1094,299,1.0,0.34,0.22,3.83,0.98,0.84,0.91,0.99,1.53
57,921,894,1.0,0.33,0.21,3.66,0.98,0.81,0.9,0.98,1.62
58,633,573,4.0,1.81,0.25,23.39,4.42,0.26,0.23,0.73,7.12
59,953,499,1.0,0.42,0.24,5.02,1.17,0.78,0.84,0.98,1.77
60,621,1022,1.0,0.5,0.3,7.2,1.39,0.8,0.86,0.99,1.68
61,310,620,2.0,0.59,0.35,9.59,1.65,0.75,0.85,0.97,1.66
62,562,359,2.0,0.75,0.29,10.71,1.88,0.64,0.65,0.97,2.59
