ID,X,Y,No.Grains,Length,Width,Area,Primeter,Circularity,Compactness,Ellipticity,AR
0,841,363,2.0,0.95,0.25,12.54,2.25,0.53,0.47,0.95,3.73
1,1237,855,1.0,0.74,0.33,10.42,1.91,0.61,0.66,0.95,2.28
2,1156,76,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1066,1083,3.0,1.09,0.33,17.31,2.71,0.5,0.48,0.9,3.3
4,788,316,3.0,1.42,0.28,20.25,3.44,0.36,0.33,0.68,5.13
5,561,1098,2.0,0.87,0.29,12.42,2.15,0.57,0.58,0.98,3.0
6,507,800,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,1126,316,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,427,1067,1.0,0.35,0.27,4.53,1.07,0.84,0.95,0.98,1.3
9,1610,810,4.0,2.06,0.29,29.42,4.77,0.28,0.22,0.7,7.16
10,1587,1127,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,1626,430,2.0,0.8,0.32,12.63,2.1,0.61,0.62,0.89,2.5
12,566,1008,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,1146,92,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,558,1052,1.0,0.56,0.27,7.59,1.45,0.77,0.79,1.0,2.06
15,1566,520,1.0,0.56,0.27,7.53,1.45,0.76,0.79,1.0,2.03
16,404,1163,2.0,0.74,0.34,11.1,2.23,0.47,0.62,0.8,2.18
17,595,408,1.0,0.47,0.24,5.86,1.26,0.78,0.82,0.99,2.0
18,452,1048,1.0,0.33,0.21,3.76,0.98,0.84,0.92,0.99,1.57
19,740,400,1.0,0.81,0.23,10.24,1.98,0.56,0.53,0.96,3.54
20,1373,199,1.0,0.6,0.26,8.0,1.56,0.7,0.72,0.99,2.33
21,1076,424,2.0,0.66,0.23,8.0,1.68,0.6,0.6,0.96,2.9
22,1677,365,3.0,1.28,0.33,18.39,3.15,0.39,0.38,0.66,3.94
23,1463,958,1.0,0.56,0.25,7.24,1.43,0.75,0.76,0.99,2.21
24,376,1202,2.0,0.78,0.31,10.83,2.3,0.44,0.54,0.73,2.54
25,1161,1316,4.0,1.63,0.31,25.02,4.0,0.33,0.32,0.85,5.34
26,505,1027,1.0,0.28,0.25,3.34,0.9,0.88,0.98,0.99,1.13
27,1096,901,1.0,0.36,0.21,3.98,1.02,0.82,0.89,1.0,1.73
28,1261,811,1.0,0.58,0.26,7.98,1.52,0.74,0.74,0.96,2.19
29,130,737,5.0,2.15,0.3,30.88,5.26,0.24,0.21,0.68,7.27
30,1247,470,3.0,1.25,0.28,17.56,3.03,0.41,0.37,0.76,4.53
31,1510,984,1.0,0.55,0.28,7.61,1.45,0.77,0.81,0.99,1.96
32,967,799,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,1062,1037,1.0,0.44,0.25,5.58,1.22,0.8,0.86,0.97,1.73
34,577,496,1.0,0.45,0.26,5.73,1.23,0.8,0.86,0.98,1.72
35,1663,961,2.0,0.93,0.33,14.44,2.39,0.54,0.59,0.86,2.77
36,1114,885,1.0,0.36,0.2,4.05,1.04,0.8,0.87,0.99,1.84
37,1507,589,2.0,1.25,0.26,16.59,2.98,0.4,0.35,0.86,4.89
38,438,1121,2.0,0.7,0.33,10.78,1.88,0.65,0.71,0.93,2.15
39,852,814,3.0,1.33,0.27,18.51,3.23,0.38,0.35,0.85,4.85
40,443,225,1.0,0.71,0.24,8.9,1.75,0.62,0.6,0.96,2.89
41,892,1066,2.0,1.32,0.3,18.19,3.15,0.39,0.36,0.85,4.46
42,1074,606,1.0,0.32,0.22,3.49,0.93,0.86,0.94,1.0,1.46
43,1160,43,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
