ID,X,Y,No.Grains,Length,Width,Area,Primeter,Circularity,Compactness,Ellipticity,AR
0,569,376,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,776,1028,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,349,493,1.0,0.56,0.29,8.22,1.48,0.8,0.84,0.99,1.93
3,922,394,1.0,0.58,0.29,8.22,1.54,0.74,0.8,0.98,2.0
4,952,712,1.0,0.56,0.27,7.68,1.49,0.74,0.79,0.98,2.07
5,1066,627,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,436,523,1.0,0.61,0.32,9.75,1.64,0.77,0.81,0.97,1.89
7,920,352,1.0,0.46,0.21,5.17,1.22,0.74,0.75,0.98,2.21
8,1119,531,1.0,0.39,0.22,4.61,1.09,0.82,0.88,0.99,1.75
9,1104,720,1.0,0.57,0.25,7.58,1.56,0.66,0.72,0.88,2.23
10,357,137,1.0,0.57,0.26,7.75,1.49,0.75,0.77,0.98,2.15
11,851,311,1.0,0.59,0.29,8.17,1.53,0.74,0.78,1.0,2.06
12,577,915,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,606,579,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,1007,422,2.0,1.07,0.25,13.93,2.78,0.38,0.38,0.76,4.22
15,227,485,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,780,779,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,1016,580,1.0,0.6,0.27,8.12,1.51,0.75,0.77,1.0,2.19
18,284,401,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,557,299,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,354,245,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,1013,533,1.0,0.58,0.25,7.37,1.47,0.73,0.74,0.99,2.27
22,1212,726,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,667,747,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,673,562,1.0,0.53,0.24,6.63,1.39,0.74,0.77,0.98,2.19
25,941,513,1.0,0.51,0.27,6.76,1.34,0.8,0.84,0.99,1.86
26,704,547,1.0,0.6,0.34,9.63,1.63,0.77,0.84,0.96,1.74
