ID,X,Y,No.Grains,Length,Width,Area,Primeter,Circularity,Compactness,Ellipticity,AR
0,1154,1024,1.0,0.75,0.33,10.68,2.11,0.51,0.66,0.9,2.24
1,1295,169,1.0,0.62,0.26,8.29,1.6,0.69,0.71,0.98,2.4
2,1035,251,1.0,0.76,0.25,10.29,1.87,0.63,0.61,0.96,2.99
3,870,820,1.0,0.5,0.24,6.15,1.32,0.75,0.78,0.99,2.12
4,1357,1495,1.0,0.6,0.22,7.54,1.53,0.68,0.68,0.98,2.78
5,1138,573,1.0,0.43,0.21,4.68,1.2,0.69,0.77,0.96,2.08
6,482,1076,1.0,0.55,0.27,7.41,1.47,0.73,0.78,0.96,2.06
7,717,941,1.0,0.58,0.22,6.98,1.48,0.68,0.68,0.98,2.6
8,1393,560,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,617,885,1.0,0.55,0.31,7.86,1.48,0.76,0.83,0.98,1.8
10,654,477,1.0,0.74,0.29,10.69,1.84,0.67,0.67,1.0,2.56
11,1143,473,1.0,0.6,0.29,8.69,1.56,0.76,0.79,0.99,2.06
12,1275,476,1.0,0.31,0.19,3.22,0.91,0.83,0.92,0.99,1.62
13,748,846,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,1481,324,1.0,0.29,0.24,3.46,0.93,0.84,0.97,0.97,1.24
15,273,328,1.0,0.65,0.27,9.12,1.68,0.69,0.72,0.99,2.43
16,572,1289,1.0,0.56,0.25,7.53,1.47,0.74,0.77,0.99,2.24
17,1505,238,1.0,0.61,0.24,7.68,1.55,0.68,0.68,0.98,2.6
18,347,370,1.0,0.41,0.25,5.19,1.17,0.8,0.89,0.97,1.64
19,305,566,1.0,0.2,0.2,1.93,0.68,0.89,1.0,1.0,1.0
20,563,1035,1.0,0.57,0.27,7.97,1.53,0.73,0.76,0.99,2.14
21,1425,662,1.0,0.27,0.22,2.93,0.83,0.91,0.98,1.0,1.22
22,1208,598,1.0,0.58,0.22,6.93,1.48,0.67,0.69,0.98,2.61
23,265,534,1.0,0.44,0.23,4.9,1.25,0.67,0.77,0.94,1.9
24,192,793,1.0,0.55,0.26,7.51,1.47,0.74,0.8,0.98,2.11
25,865,1068,1.0,0.49,0.21,5.73,1.3,0.72,0.75,0.97,2.29
26,1176,542,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,1322,138,1.0,0.53,0.26,6.8,1.4,0.73,0.78,0.99,2.04
28,667,1181,1.0,0.8,0.33,12.12,2.05,0.62,0.65,0.93,2.44
29,528,782,2.0,0.85,0.33,12.98,2.1,0.63,0.63,0.97,2.58
30,656,870,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,660,1236,1.0,0.7,0.29,10.36,1.75,0.72,0.72,0.99,2.41
32,219,552,1.0,0.51,0.3,7.69,1.45,0.78,0.87,0.98,1.71
33,461,446,1.0,0.35,0.3,5.0,1.09,0.89,0.98,0.99,1.15
34,375,631,1.0,0.82,0.34,12.76,2.1,0.62,0.65,0.94,2.43
35,1290,839,1.0,0.81,0.28,11.12,2.07,0.55,0.54,0.89,2.9
36,252,798,1.0,0.77,0.25,10.1,1.96,0.56,0.55,0.9,3.09
37,1025,390,1.0,0.55,0.28,7.69,1.47,0.75,0.8,0.97,1.97
38,520,686,2.0,0.89,0.23,10.63,2.36,0.41,0.42,0.82,3.88
39,837,1040,1.0,0.63,0.28,8.41,1.64,0.67,0.7,0.94,2.24
40,1363,829,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,908,985,1.0,0.4,0.21,4.37,1.11,0.76,0.82,0.98,1.89
42,412,844,1.0,0.61,0.28,8.69,1.61,0.72,0.74,0.98,2.21
43,1291,212,1.0,0.48,0.23,5.95,1.29,0.76,0.8,0.99,2.13
44,964,177,1.0,0.5,0.24,6.29,1.31,0.78,0.79,0.99,2.03
45,200,507,1.0,0.63,0.33,9.25,1.66,0.71,0.78,0.94,1.93
46,1460,416,1.0,0.65,0.31,9.69,1.74,0.68,0.73,0.93,2.08
47,586,489,1.0,0.67,0.27,9.22,1.71,0.67,0.69,0.99,2.47
48,986,500,1.0,0.27,0.2,2.81,0.81,0.9,0.97,1.0,1.33
49,779,400,1.0,0.67,0.24,8.51,1.71,0.62,0.62,0.98,2.87
50,977,930,1.0,0.78,0.26,10.19,1.96,0.56,0.57,0.97,3.03
51,1470,618,1.0,0.31,0.19,3.24,0.9,0.84,0.92,0.99,1.61
52,839,860,1.0,0.52,0.24,6.66,1.43,0.7,0.74,0.96,2.16
53,1354,999,1.0,0.67,0.26,8.98,1.69,0.67,0.67,0.97,2.58
54,1224,960,1.0,0.7,0.26,9.46,1.79,0.63,0.64,0.98,2.73
55,611,524,1.0,0.49,0.27,6.34,1.33,0.76,0.81,0.97,1.78
56,529,1310,1.0,0.66,0.28,9.46,1.68,0.71,0.71,0.99,2.36
57,1394,1412,1.0,0.66,0.31,10.44,1.76,0.72,0.75,0.96,2.12
58,1009,201,1.0,0.54,0.24,6.61,1.4,0.72,0.73,0.99,2.29
59,1017,621,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,744,1102,1.0,0.61,0.28,8.46,1.58,0.72,0.74,0.98,2.2
61,753,671,1.0,0.44,0.27,5.78,1.28,0.75,0.86,0.95,1.64
62,1089,1089,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,696,1027,1.0,0.68,0.23,8.41,1.72,0.61,0.61,0.98,2.94
64,1436,1278,1.0,0.64,0.26,8.37,1.63,0.67,0.67,0.98,2.49
65,1240,531,1.0,0.25,0.2,2.56,0.79,0.86,0.97,0.99,1.25
66,1462,362,1.0,0.67,0.28,8.88,1.73,0.63,0.66,0.94,2.43
67,1396,1152,1.0,0.54,0.23,6.58,1.41,0.71,0.73,0.98,2.37
68,405,1086,1.0,0.41,0.27,5.44,1.2,0.81,0.89,0.97,1.53
69,1417,598,1.0,0.43,0.28,5.92,1.23,0.83,0.9,0.96,1.54
70,1479,911,1.0,0.76,0.26,10.15,1.9,0.6,0.59,0.95,2.95
71,443,1080,1.0,0.67,0.29,10.08,1.75,0.7,0.73,0.96,2.29
72,1046,536,1.0,0.62,0.24,7.85,1.59,0.66,0.67,0.98,2.64
73,1151,370,1.0,0.68,0.27,9.34,1.74,0.66,0.67,0.98,2.51
74,1483,1100,1.0,0.65,0.26,8.42,1.65,0.66,0.67,0.99,2.49
75,597,1247,1.0,0.66,0.33,9.76,1.71,0.72,0.75,0.98,2.02
76,913,421,1.0,0.61,0.24,7.76,1.55,0.68,0.68,0.98,2.56
77,1216,646,1.0,0.58,0.26,7.44,1.48,0.72,0.74,0.97,2.25
78,670,628,1.0,0.24,0.21,2.42,0.76,0.9,0.99,1.0,1.15
79,1003,975,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,726,1155,2.0,0.91,0.27,11.95,2.32,0.47,0.5,0.89,3.43
81,1284,436,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,345,592,1.0,0.51,0.27,6.2,1.43,0.65,0.75,0.91,1.9
83,888,1025,1.0,0.57,0.28,7.85,1.5,0.75,0.77,0.99,2.03
84,702,859,1.0,0.54,0.22,6.29,1.4,0.69,0.7,0.97,2.46
85,350,778,1.0,0.72,0.28,10.17,1.81,0.66,0.66,0.98,2.57
86,777,677,1.0,0.29,0.24,3.41,0.9,0.9,0.98,0.99,1.21
87,1133,428,1.0,0.66,0.29,8.86,1.68,0.67,0.7,0.98,2.29
88,939,519,1.0,0.72,0.26,9.32,1.79,0.62,0.62,0.97,2.8
89,537,472,1.0,0.57,0.35,9.29,1.61,0.76,0.86,0.94,1.62
90,1390,1463,1.0,0.57,0.28,7.88,1.51,0.74,0.77,0.96,2.06
91,569,450,1.0,0.65,0.28,8.78,1.65,0.68,0.7,0.99,2.33
92,357,1105,1.0,0.27,0.2,2.81,0.81,0.91,0.98,1.0,1.33
93,1375,793,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,375,867,1.0,0.56,0.27,7.83,1.48,0.76,0.78,0.98,2.09
95,297,818,1.0,0.56,0.34,9.02,1.52,0.83,0.88,0.99,1.65
96,691,351,1.0,0.56,0.33,8.47,1.52,0.78,0.86,0.98,1.68
