ID,X,Y,No.Grains,Length,Width,Area,Primeter,Circularity,Compactness,Ellipticity,AR
0,416,651,1.0,0.61,0.26,8.0,1.53,0.73,0.73,0.99,2.38
1,420,897,1.0,0.64,0.27,8.83,1.66,0.68,0.7,0.97,2.4
2,1039,511,1.0,0.57,0.25,7.69,1.49,0.74,0.76,0.98,2.23
3,1430,748,1.0,0.49,0.22,5.86,1.3,0.74,0.76,0.98,2.21
4,1330,568,1.0,0.6,0.27,7.92,1.55,0.7,0.73,0.99,2.26
5,303,283,2.0,1.05,0.28,13.61,2.62,0.42,0.39,0.76,3.77
6,891,146,1.0,0.52,0.24,6.53,1.37,0.74,0.79,0.99,2.15
7,1036,1004,2.0,1.04,0.33,15.98,2.68,0.47,0.5,0.77,3.16
8,816,802,1.0,0.54,0.22,6.54,1.38,0.73,0.73,0.99,2.46
9,334,1023,1.0,0.34,0.27,4.56,1.06,0.86,0.97,0.98,1.26
10,625,955,1.0,0.59,0.27,8.2,1.51,0.77,0.78,0.98,2.17
11,553,670,1.0,0.53,0.24,6.39,1.36,0.73,0.75,0.99,2.22
12,261,807,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,459,447,1.0,0.22,0.2,2.22,0.73,0.9,0.99,1.0,1.09
14,1377,479,1.0,0.71,0.27,9.8,1.78,0.66,0.67,0.99,2.58
15,1157,983,1.0,0.58,0.27,7.85,1.53,0.72,0.75,0.99,2.18
16,839,920,1.0,0.66,0.32,9.44,1.74,0.67,0.72,0.91,2.05
17,1625,1280,1.0,0.53,0.24,6.86,1.4,0.75,0.77,0.99,2.18
18,609,1225,1.0,0.6,0.27,8.27,1.55,0.73,0.76,0.98,2.19
19,391,768,2.0,1.15,0.29,15.86,2.87,0.41,0.39,0.81,4.01
20,710,503,1.0,0.57,0.27,7.73,1.49,0.74,0.77,0.99,2.14
21,1323,1349,1.0,0.62,0.33,9.25,1.63,0.74,0.79,0.97,1.91
22,510,668,1.0,0.7,0.31,10.68,1.79,0.71,0.72,0.97,2.28
23,323,899,1.0,0.63,0.29,8.85,1.63,0.71,0.75,0.99,2.19
24,1165,1135,2.0,1.26,0.26,16.42,3.11,0.36,0.33,0.78,4.91
25,756,567,1.0,0.32,0.21,3.46,0.93,0.85,0.92,0.99,1.56
26,120,870,1.0,0.62,0.36,10.05,1.66,0.78,0.85,0.97,1.71
27,683,582,1.0,0.63,0.29,9.27,1.66,0.72,0.75,0.97,2.19
28,354,337,2.0,1.24,0.28,17.41,2.94,0.43,0.37,0.84,4.48
29,302,937,1.0,0.65,0.3,9.44,1.72,0.68,0.73,0.95,2.18
30,1122,1066,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,909,1152,1.0,0.62,0.31,8.95,1.64,0.71,0.75,0.95,2.0
32,1438,1119,2.0,0.8,0.26,9.92,2.1,0.48,0.54,0.9,3.01
33,1277,1001,1.0,0.26,0.2,2.68,0.81,0.87,0.97,1.0,1.31
34,621,464,1.0,0.57,0.28,7.95,1.48,0.77,0.8,1.0,2.03
35,1057,768,1.0,0.58,0.27,7.76,1.53,0.7,0.73,0.96,2.12
36,1735,517,1.0,0.61,0.24,8.19,1.57,0.7,0.71,0.97,2.48
37,1010,548,1.0,0.34,0.24,3.98,0.99,0.86,0.93,1.0,1.46
38,258,421,1.0,0.53,0.29,7.8,1.44,0.8,0.85,0.99,1.82
39,645,811,1.0,0.62,0.27,8.51,1.6,0.71,0.74,0.99,2.27
40,595,646,1.0,0.56,0.28,8.12,1.48,0.79,0.81,0.99,1.99
41,983,1023,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,850,1356,1.0,0.68,0.26,9.0,1.72,0.65,0.66,0.99,2.58
43,694,961,2.0,1.02,0.25,12.59,2.59,0.4,0.39,0.73,3.99
44,842,1082,1.0,0.56,0.26,7.19,1.44,0.73,0.76,0.99,2.19
45,1239,1199,1.0,0.64,0.29,9.54,1.64,0.75,0.77,0.99,2.18
46,522,588,1.0,0.61,0.27,8.32,1.56,0.73,0.75,0.99,2.25
47,1267,977,1.0,0.52,0.2,5.44,1.42,0.58,0.63,0.92,2.61
48,695,542,1.0,0.54,0.26,7.24,1.44,0.74,0.8,0.98,2.03
49,1397,437,1.0,0.7,0.27,9.2,1.78,0.62,0.65,0.98,2.63
50,1332,811,1.0,0.38,0.26,4.69,1.1,0.83,0.9,0.97,1.45
51,1240,886,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,955,797,1.0,0.22,0.2,2.15,0.71,0.91,1.0,1.0,1.08
53,1006,653,1.0,0.46,0.24,5.75,1.25,0.79,0.81,0.97,1.94
54,438,803,1.0,0.6,0.28,8.37,1.59,0.71,0.75,0.97,2.12
55,926,307,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,1519,1203,1.0,0.57,0.25,7.39,1.48,0.72,0.74,0.98,2.24
57,661,617,1.0,0.58,0.21,6.71,1.51,0.63,0.63,0.95,2.75
58,903,469,1.0,0.6,0.26,7.75,1.54,0.7,0.71,0.97,2.31
59,924,767,1.0,0.54,0.27,7.29,1.43,0.76,0.79,0.99,2.02
60,78,863,1.0,0.67,0.31,10.1,1.73,0.72,0.76,0.98,2.15
61,909,670,1.0,0.54,0.21,6.17,1.43,0.65,0.68,0.97,2.64
62,815,993,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,1547,660,1.0,0.66,0.24,8.41,1.65,0.66,0.65,0.99,2.69
64,373,553,1.0,0.5,0.22,5.98,1.33,0.72,0.76,0.98,2.24
65,492,1411,3.0,1.36,0.3,19.64,3.36,0.37,0.35,0.82,4.58
66,874,1174,1.0,0.5,0.25,6.47,1.32,0.79,0.81,0.99,1.95
67,465,1472,1.0,0.58,0.24,6.98,1.5,0.66,0.68,0.98,2.45
68,557,1263,1.0,0.72,0.26,9.41,1.82,0.61,0.62,0.99,2.79
69,725,698,1.0,0.65,0.26,8.54,1.64,0.67,0.68,0.97,2.52
70,1254,760,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,839,1397,1.0,0.59,0.23,7.27,1.54,0.66,0.68,0.98,2.57
72,518,1352,1.0,0.52,0.24,6.47,1.39,0.72,0.74,0.98,2.22
73,992,969,1.0,0.31,0.24,3.66,0.94,0.87,0.96,0.99,1.32
74,424,412,1.0,0.59,0.3,8.41,1.57,0.72,0.79,0.99,1.96
75,296,467,3.0,1.36,0.3,20.69,3.25,0.42,0.37,0.84,4.52
76,1267,1251,1.0,0.67,0.29,9.29,1.69,0.69,0.71,0.99,2.32
77,982,819,1.0,0.51,0.24,6.41,1.35,0.75,0.78,0.99,2.08
78,748,619,1.0,0.52,0.24,6.98,1.4,0.76,0.79,0.98,2.15
79,1412,402,1.0,0.55,0.31,8.12,1.5,0.77,0.84,0.98,1.76
80,1153,1194,1.0,0.64,0.28,9.05,1.66,0.7,0.73,0.99,2.3
81,1439,365,1.0,0.57,0.27,7.61,1.49,0.73,0.76,0.99,2.14
82,1630,595,1.0,0.58,0.27,7.64,1.5,0.73,0.75,0.99,2.16
83,733,660,1.0,0.34,0.19,3.59,1.01,0.76,0.87,0.97,1.8
84,1014,848,1.0,0.35,0.22,3.95,1.01,0.82,0.89,0.99,1.62
85,1704,542,1.0,0.6,0.24,7.66,1.54,0.69,0.7,0.99,2.44
86,802,1500,2.0,1.25,0.26,15.63,3.06,0.36,0.32,0.8,4.73
87,1329,889,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,483,480,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,1478,1160,1.0,0.58,0.24,7.32,1.51,0.69,0.7,0.98,2.42
90,399,383,1.0,0.63,0.24,8.27,1.62,0.68,0.67,0.97,2.58
91,170,868,1.0,0.8,0.26,10.88,1.92,0.63,0.58,0.97,3.11
92,1668,568,1.0,0.58,0.27,8.2,1.54,0.74,0.77,0.99,2.18
93,818,749,1.0,0.61,0.29,8.92,1.63,0.72,0.75,0.96,2.12
94,1659,1305,1.0,0.58,0.3,8.05,1.54,0.73,0.77,0.98,1.97
95,878,63,1.0,0.54,0.27,7.39,1.43,0.77,0.82,0.99,2.0
96,333,656,1.0,0.59,0.28,8.34,1.53,0.76,0.78,0.99,2.09
97,619,722,1.0,0.73,0.26,9.58,1.84,0.61,0.61,0.98,2.82
98,601,552,1.0,0.64,0.28,9.22,1.67,0.7,0.74,0.98,2.27
99,862,471,1.0,0.53,0.24,6.66,1.37,0.75,0.77,0.99,2.2
100,1552,1233,1.0,0.64,0.26,8.71,1.65,0.68,0.7,0.96,2.47
101,1082,725,1.0,0.54,0.23,6.58,1.43,0.68,0.7,0.96,2.35
102,1120,1121,1.0,0.56,0.26,7.17,1.43,0.74,0.75,0.99,2.19
103,1586,633,1.0,0.65,0.27,9.46,1.7,0.7,0.72,0.97,2.39
104,471,823,1.0,0.6,0.27,7.9,1.55,0.7,0.73,0.99,2.27
105,1393,1038,1.0,0.53,0.23,6.41,1.38,0.72,0.74,0.99,2.34
106,1772,499,1.0,0.59,0.24,7.64,1.54,0.68,0.7,0.98,2.43
107,810,666,1.0,0.36,0.22,4.0,1.01,0.83,0.9,0.99,1.62
108,884,1252,1.0,0.59,0.26,7.66,1.52,0.7,0.73,0.99,2.24
109,663,1053,1.0,0.45,0.35,7.08,1.37,0.81,0.94,0.97,1.28
110,882,1073,1.0,0.54,0.25,6.92,1.43,0.72,0.76,0.98,2.17
111,1371,960,1.0,0.57,0.24,7.14,1.48,0.69,0.72,0.99,2.34
112,1288,892,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,1125,656,1.0,0.6,0.28,8.59,1.58,0.74,0.77,0.99,2.13
114,253,841,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,825,964,1.0,0.65,0.31,9.54,1.69,0.71,0.74,0.94,2.1
116,1362,752,1.0,0.43,0.24,5.14,1.19,0.77,0.85,0.97,1.76
117,1591,1256,1.0,0.53,0.24,6.69,1.39,0.74,0.75,0.98,2.18
118,376,650,1.0,0.56,0.27,7.73,1.46,0.78,0.81,0.99,2.05
119,1303,1306,1.0,0.59,0.3,8.85,1.59,0.74,0.8,0.96,1.96
