ID,X,Y,No.Grains,Length,Width,Area,Primeter,Circularity,Compactness,Ellipticity,AR
0,1371,966,1.0,0.74,0.26,10.03,1.86,0.62,0.59,0.95,2.88
1,925,286,1.0,0.53,0.24,6.44,1.39,0.71,0.73,0.98,2.21
2,1322,878,1.0,0.25,0.2,2.56,0.79,0.86,0.97,0.99,1.25
3,1377,1084,1.0,0.78,0.25,10.71,1.92,0.62,0.61,0.96,3.07
4,645,484,1.0,0.63,0.24,7.76,1.58,0.66,0.65,0.98,2.65
5,452,1099,2.0,1.21,0.32,18.86,3.08,0.42,0.42,0.8,3.84
6,767,471,1.0,0.69,0.26,9.22,1.73,0.65,0.65,0.98,2.68
7,795,733,1.0,0.72,0.27,10.12,1.87,0.62,0.63,0.95,2.69
8,888,131,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,384,1184,1.0,0.65,0.29,9.49,1.67,0.73,0.74,0.99,2.24
10,856,841,1.0,0.57,0.23,7.24,1.48,0.7,0.71,0.97,2.51
11,467,465,1.0,0.7,0.29,10.17,1.79,0.68,0.68,0.97,2.4
12,1379,762,1.0,0.52,0.23,6.63,1.36,0.76,0.77,0.99,2.25
13,1041,1170,1.0,0.57,0.24,7.08,1.5,0.67,0.69,0.97,2.42
14,1152,733,1.0,0.64,0.22,7.63,1.64,0.6,0.6,0.95,2.92
15,1065,928,1.0,0.6,0.24,7.41,1.5,0.7,0.69,0.98,2.5
16,522,383,1.0,0.75,0.3,10.98,1.91,0.64,0.67,0.99,2.54
17,1172,408,2.0,1.15,0.24,14.59,2.77,0.41,0.37,0.79,4.8
18,1281,554,1.0,0.36,0.22,4.15,1.04,0.82,0.89,0.98,1.61
19,1141,984,1.0,0.58,0.24,7.34,1.52,0.68,0.7,0.98,2.41
20,1137,502,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,1312,1105,1.0,0.65,0.26,8.69,1.65,0.68,0.69,0.98,2.49
22,1255,932,1.0,0.59,0.21,6.9,1.52,0.64,0.64,0.95,2.77
23,921,569,1.0,0.6,0.25,8.19,1.56,0.72,0.73,0.98,2.36
24,349,580,1.0,0.67,0.28,9.46,1.72,0.68,0.71,0.99,2.37
25,1173,920,1.0,0.67,0.23,8.15,1.71,0.59,0.6,0.98,2.97
26,1306,763,1.0,0.51,0.26,6.63,1.44,0.68,0.75,0.94,2.0
27,1156,764,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,409,326,2.0,1.15,0.3,16.39,2.78,0.45,0.42,0.87,3.8
29,534,1025,1.0,0.63,0.29,9.12,1.63,0.73,0.75,0.99,2.16
30,1265,487,1.0,0.46,0.22,5.41,1.22,0.78,0.81,0.99,2.08
31,1278,520,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,510,669,1.0,0.57,0.34,9.19,1.62,0.75,0.86,0.97,1.68
33,1098,560,1.0,0.79,0.3,11.56,2.0,0.62,0.63,0.92,2.63
34,1370,1139,1.0,0.76,0.44,14.44,2.13,0.68,0.8,0.84,1.73
35,330,660,1.0,0.87,0.31,13.32,2.16,0.61,0.59,0.93,2.82
36,1189,832,1.0,0.6,0.24,7.47,1.55,0.66,0.67,0.97,2.56
37,903,448,1.0,0.6,0.26,7.88,1.54,0.71,0.73,0.98,2.31
38,696,43,1.0,0.74,0.33,11.49,1.88,0.69,0.72,0.98,2.28
39,90,660,3.0,1.8,0.31,25.49,4.27,0.3,0.26,0.79,5.88
40,313,494,2.0,1.48,0.3,21.46,3.69,0.34,0.31,0.8,4.99
41,387,602,1.0,0.54,0.22,6.53,1.39,0.72,0.7,0.98,2.46
42,410,1147,1.0,0.6,0.28,8.8,1.56,0.77,0.77,0.99,2.17
43,909,813,2.0,1.22,0.28,16.53,2.98,0.4,0.38,0.81,4.4
44,1053,540,1.0,0.45,0.22,5.34,1.23,0.75,0.79,0.97,2.06
45,779,941,1.0,0.59,0.23,7.44,1.54,0.67,0.69,0.98,2.57
46,705,860,1.0,0.52,0.33,8.63,1.55,0.76,0.88,0.93,1.59
47,1224,759,1.0,0.61,0.24,7.78,1.55,0.69,0.69,0.98,2.55
48,869,502,1.0,0.45,0.21,5.27,1.21,0.77,0.79,0.97,2.16
49,378,729,1.0,0.7,0.32,10.66,1.78,0.72,0.76,0.99,2.18
50,1213,1198,1.0,0.79,0.26,10.75,1.92,0.62,0.61,0.99,3.03
51,666,582,1.0,0.7,0.27,9.31,1.75,0.65,0.65,0.98,2.56
52,459,675,1.0,0.65,0.29,8.97,1.64,0.71,0.73,0.98,2.21
53,1134,1431,1.0,0.52,0.21,6.14,1.37,0.69,0.72,0.98,2.47
54,998,813,1.0,0.69,0.26,9.12,1.75,0.63,0.65,0.98,2.7
55,128,451,1.0,0.7,0.28,9.85,1.79,0.66,0.68,0.99,2.51
56,1086,1088,1.0,0.61,0.24,7.73,1.57,0.67,0.68,0.98,2.51
57,965,718,1.0,0.6,0.24,7.49,1.53,0.68,0.68,0.98,2.52
58,577,978,1.0,0.9,0.33,13.64,2.22,0.59,0.58,0.92,2.73
59,960,448,2.0,0.77,0.27,9.66,2.05,0.49,0.58,0.91,2.82
60,882,975,1.0,0.72,0.29,10.24,1.84,0.64,0.66,0.97,2.5
61,421,709,1.0,0.56,0.25,7.14,1.49,0.69,0.72,0.97,2.24
62,357,299,1.0,0.63,0.26,8.39,1.61,0.69,0.71,0.99,2.43
63,716,677,1.0,0.52,0.24,6.54,1.39,0.72,0.77,0.98,2.11
64,1151,1383,1.0,0.67,0.27,9.53,1.72,0.68,0.7,0.99,2.46
65,947,190,3.0,1.8,0.35,28.85,4.52,0.3,0.28,0.75,5.18
66,1054,311,1.0,0.73,0.29,10.85,1.85,0.67,0.7,0.97,2.49
67,1157,806,1.0,0.54,0.22,6.69,1.37,0.76,0.74,0.99,2.46
68,1050,434,3.0,1.89,0.26,25.41,4.41,0.28,0.23,0.72,7.38
69,428,744,1.0,0.75,0.29,10.68,1.84,0.67,0.66,0.99,2.59
70,959,920,1.0,0.58,0.24,7.39,1.45,0.75,0.73,0.98,2.41
71,1114,1036,1.0,0.38,0.21,4.2,1.07,0.78,0.85,0.99,1.79
72,487,519,1.0,0.65,0.3,9.85,1.72,0.71,0.74,0.98,2.18
73,926,960,1.0,0.63,0.25,8.31,1.63,0.67,0.69,0.98,2.5
74,1010,525,1.0,0.67,0.27,9.47,1.72,0.68,0.69,0.99,2.46
75,1050,791,2.0,1.14,0.24,14.69,2.79,0.4,0.37,0.84,4.65
76,1026,258,1.0,0.61,0.24,7.68,1.56,0.67,0.68,0.99,2.5
77,744,357,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,633,435,1.0,0.44,0.21,4.9,1.2,0.73,0.77,0.97,2.06
79,544,476,1.0,0.68,0.27,9.44,1.74,0.66,0.68,0.99,2.5
80,475,358,1.0,0.71,0.31,10.56,1.79,0.7,0.72,0.99,2.28
81,933,1049,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,1066,879,1.0,0.7,0.24,8.9,1.73,0.63,0.62,0.98,2.93
83,1207,789,1.0,0.41,0.22,4.66,1.1,0.83,0.85,0.99,1.83
