ID,X,Y,No.Grains,Length,Width,Area,Primeter,Circularity,Compactness,Ellipticity,AR
0,913,1380,1.0,0.49,0.24,6.22,1.3,0.79,0.81,0.99,2.06
1,1324,1375,1.0,0.52,0.25,6.51,1.38,0.73,0.78,0.99,2.06
2,956,739,2.0,0.72,0.21,7.76,1.88,0.47,0.48,0.83,3.41
3,1772,618,1.0,0.49,0.3,6.86,1.34,0.81,0.87,0.98,1.65
4,317,757,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,1031,393,1.0,0.54,0.27,7.14,1.42,0.75,0.78,0.99,2.0
6,1651,1086,2.0,1.04,0.26,13.42,2.77,0.37,0.39,0.61,4.03
7,1424,562,3.0,1.38,0.24,16.9,3.39,0.31,0.3,0.78,5.68
8,1857,287,1.0,0.61,0.24,7.51,1.64,0.6,0.64,0.89,2.5
9,1849,460,1.0,0.46,0.24,5.51,1.23,0.78,0.83,0.99,1.91
10,1478,1097,1.0,0.34,0.2,3.54,0.99,0.77,0.87,0.97,1.67
11,1044,312,1.0,0.54,0.27,7.24,1.42,0.77,0.79,0.99,2.0
12,1600,862,1.0,0.34,0.22,3.88,0.99,0.85,0.92,1.0,1.55
13,1127,985,1.0,0.32,0.2,3.46,0.94,0.83,0.91,0.99,1.59
14,548,586,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,477,619,1.0,0.5,0.25,6.37,1.35,0.75,0.8,1.0,1.98
16,1579,375,1.0,0.31,0.22,3.39,0.91,0.87,0.95,1.0,1.39
17,1816,468,1.0,0.34,0.2,3.69,0.95,0.88,0.92,1.0,1.66
18,1222,761,1.0,0.43,0.21,4.69,1.18,0.72,0.8,0.98,2.06
19,285,776,1.0,0.43,0.27,5.61,1.21,0.82,0.89,0.98,1.57
20,686,694,1.0,0.43,0.23,5.07,1.17,0.79,0.83,0.99,1.9
21,642,760,1.0,0.4,0.32,6.05,1.21,0.88,0.97,0.98,1.27
22,277,679,1.0,0.54,0.25,6.86,1.4,0.74,0.77,0.99,2.17
23,887,1162,1.0,0.52,0.24,6.78,1.4,0.74,0.78,0.98,2.14
24,206,1129,1.0,0.57,0.31,8.9,1.54,0.8,0.84,0.99,1.88
25,1189,200,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,1633,921,2.0,0.96,0.26,11.92,2.42,0.43,0.42,0.86,3.75
27,1144,495,1.0,0.51,0.24,6.25,1.32,0.77,0.79,1.0,2.14
28,1855,1153,1.0,0.41,0.27,5.44,1.17,0.85,0.91,0.99,1.5
29,1601,594,2.0,0.87,0.32,11.69,2.37,0.44,0.52,0.81,2.69
30,1165,1140,1.0,0.37,0.22,4.32,1.05,0.84,0.9,0.99,1.69
31,1470,1387,1.0,0.35,0.22,3.9,1.01,0.82,0.9,0.99,1.58
32,1213,1551,1.0,0.47,0.24,5.83,1.27,0.78,0.81,0.99,1.94
33,451,344,1.0,0.47,0.25,5.81,1.25,0.79,0.82,0.99,1.86
34,672,596,1.0,0.48,0.24,5.83,1.26,0.78,0.81,0.99,1.97
35,1199,1646,1.0,0.51,0.27,6.86,1.36,0.79,0.83,1.0,1.86
36,127,1164,1.0,0.48,0.28,6.41,1.32,0.79,0.86,0.98,1.73
37,1204,247,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,953,306,1.0,0.58,0.26,7.64,1.52,0.71,0.74,0.99,2.23
39,1377,381,1.0,0.43,0.25,5.44,1.19,0.82,0.87,0.99,1.71
40,1910,204,1.0,0.43,0.24,5.1,1.17,0.79,0.85,1.0,1.75
41,756,713,1.0,0.5,0.26,6.49,1.37,0.74,0.8,0.97,1.96
42,385,970,1.0,0.58,0.25,7.53,1.52,0.69,0.72,0.98,2.3
43,1655,1696,1.0,0.51,0.25,6.68,1.36,0.77,0.82,0.99,2.0
44,919,1139,1.0,0.53,0.27,6.95,1.39,0.76,0.81,1.0,1.93
45,1409,1123,1.0,0.51,0.24,6.15,1.32,0.76,0.77,0.99,2.14
46,242,1044,1.0,0.49,0.22,5.76,1.27,0.77,0.77,0.99,2.22
47,1138,1021,1.0,0.42,0.24,5.22,1.18,0.8,0.86,0.99,1.72
48,1307,718,1.0,0.4,0.26,4.9,1.14,0.81,0.88,0.97,1.55
49,596,414,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,1199,1212,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,852,503,1.0,0.41,0.23,4.8,1.14,0.78,0.84,0.99,1.82
52,956,444,1.0,0.55,0.27,7.41,1.44,0.76,0.8,1.0,2.04
53,1597,443,1.0,0.4,0.21,4.53,1.1,0.79,0.85,0.99,1.86
54,1269,1157,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,1651,1733,1.0,0.53,0.28,7.32,1.41,0.79,0.81,0.99,1.93
56,573,1153,1.0,0.44,0.26,5.63,1.21,0.82,0.88,1.0,1.72
57,335,1063,1.0,0.49,0.24,6.41,1.35,0.75,0.82,0.99,2.03
58,1173,1686,1.0,0.57,0.3,8.31,1.53,0.76,0.81,0.97,1.88
59,1396,634,1.0,0.27,0.22,2.9,0.85,0.86,0.97,0.99,1.23
60,512,1101,1.0,0.51,0.29,7.27,1.39,0.8,0.85,0.99,1.77
61,795,735,1.0,0.55,0.24,6.98,1.45,0.71,0.73,0.98,2.27
62,1584,517,1.0,0.46,0.25,6.2,1.26,0.83,0.87,0.99,1.81
63,374,280,1.0,0.48,0.27,6.49,1.3,0.82,0.86,1.0,1.75
64,1413,1085,1.0,0.55,0.24,6.34,1.44,0.65,0.68,0.94,2.25
65,717,1123,1.0,0.61,0.28,8.63,1.58,0.74,0.76,0.99,2.18
66,1390,1476,1.0,0.47,0.27,6.37,1.29,0.82,0.86,0.99,1.76
67,1628,1564,1.0,0.6,0.25,7.93,1.51,0.74,0.74,0.99,2.34
68,452,732,1.0,0.39,0.22,4.61,1.09,0.82,0.88,0.99,1.75
