ID,X,Y,No.Grains,Length,Width,Area,Primeter,Circularity,Compactness,Ellipticity,AR
0,407,537,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,381,656,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,541,698,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,71,745,2.0,1.47,0.35,23.05,3.49,0.4,0.38,0.85,4.2
4,327,622,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,211,769,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,531,725,1.0,0.67,0.25,8.73,1.71,0.63,0.63,0.98,2.73
7,600,622,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,642,690,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,493,662,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,435,580,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,163,746,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,469,620,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,247,520,1.0,0.65,0.24,8.47,1.65,0.66,0.65,0.98,2.68
14,416,710,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,564,732,1.0,0.27,0.24,3.02,0.84,0.91,0.99,0.99,1.14
16,673,722,1.0,0.43,0.27,5.51,1.2,0.81,0.89,0.97,1.56
17,284,558,1.0,0.87,0.3,13.78,2.16,0.63,0.62,0.97,2.87
18,259,760,1.0,0.9,0.3,12.59,2.24,0.53,0.54,0.93,2.98
