ID,X,Y,No.Grains,Length,Width,Area,Primeter,Circularity,Compactness,Ellipticity,AR
0,921,484,1.0,0.46,0.25,6.08,1.27,0.81,0.85,0.98,1.8
1,861,202,1.0,0.29,0.24,3.27,0.89,0.88,0.98,1.0,1.22
2,868,598,1.0,0.25,0.24,2.8,0.81,0.91,1.0,1.0,1.07
3,436,742,1.0,0.81,0.27,11.56,2.02,0.6,0.58,0.96,3.04
4,718,779,1.0,0.66,0.25,9.15,1.69,0.68,0.67,0.98,2.61
5,900,309,1.0,0.88,0.35,15.34,2.25,0.65,0.67,0.98,2.52
6,108,614,1.0,0.47,0.27,6.27,1.27,0.82,0.87,1.0,1.75
7,686,824,1.0,0.29,0.27,3.8,0.96,0.88,0.99,0.99,1.07
8,428,221,1.0,0.53,0.25,7.03,1.42,0.74,0.77,0.99,2.13
9,719,460,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,592,340,1.0,0.71,0.27,10.22,1.8,0.67,0.64,0.96,2.66
11,167,603,2.0,1.19,0.32,18.95,2.82,0.51,0.46,0.92,3.69
12,304,881,1.0,0.47,0.29,6.73,1.33,0.81,0.85,0.96,1.62
13,1107,464,1.0,0.44,0.24,5.59,1.18,0.85,0.88,1.0,1.85
14,250,939,1.0,0.7,0.29,10.66,1.79,0.71,0.71,0.99,2.4
15,596,939,2.0,1.05,0.27,14.22,2.62,0.44,0.42,0.88,3.84
16,647,852,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,1068,203,2.0,1.47,0.29,21.42,3.54,0.36,0.32,0.85,5.04
18,413,517,1.0,0.66,0.29,9.68,1.72,0.7,0.71,0.97,2.28
19,1086,304,1.0,0.82,0.34,13.46,2.09,0.66,0.66,0.94,2.4
20,765,718,1.0,0.29,0.25,3.42,0.9,0.89,0.99,0.99,1.13
21,269,591,3.0,2.23,0.43,42.2,5.47,0.3,0.27,0.74,5.21
22,278,904,1.0,0.49,0.3,7.53,1.39,0.83,0.88,0.99,1.67
23,466,244,1.0,0.5,0.24,6.58,1.36,0.76,0.78,0.98,2.06
24,899,374,1.0,0.46,0.26,6.56,1.3,0.83,0.87,0.98,1.78
25,843,156,1.0,0.56,0.24,7.24,1.5,0.69,0.72,0.98,2.38
26,873,245,1.0,0.36,0.35,5.56,1.15,0.89,0.99,0.99,1.04
27,501,690,1.0,0.3,0.23,3.51,0.92,0.89,0.96,0.99,1.3
28,387,792,1.0,0.56,0.22,7.15,1.46,0.72,0.71,0.97,2.52
29,864,655,2.0,1.27,0.31,18.9,3.17,0.4,0.4,0.89,4.16
30,1100,379,1.0,0.42,0.29,5.75,1.23,0.8,0.9,0.98,1.47
31,1103,357,1.0,0.31,0.3,4.36,1.0,0.92,0.99,0.99,1.05
32,381,490,1.0,0.66,0.28,9.83,1.71,0.72,0.71,0.98,2.39
33,937,428,1.0,0.56,0.25,7.34,1.47,0.72,0.74,0.98,2.21
34,641,448,1.0,0.51,0.29,7.44,1.38,0.84,0.87,0.99,1.77
35,815,505,1.0,0.5,0.29,7.03,1.37,0.8,0.83,0.98,1.75
36,445,548,1.0,0.72,0.33,11.66,1.88,0.7,0.74,0.98,2.21
37,394,198,1.0,0.6,0.26,8.19,1.57,0.71,0.73,0.98,2.32
38,825,118,1.0,0.75,0.29,11.0,1.91,0.64,0.65,0.98,2.61
39,623,905,1.0,0.3,0.23,3.51,0.92,0.89,0.96,0.99,1.3
40,1096,413,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,511,281,1.0,0.65,0.27,9.29,1.67,0.71,0.69,0.98,2.44
42,339,837,1.0,0.75,0.31,11.75,1.92,0.68,0.69,0.95,2.45
43,362,596,1.0,0.43,0.31,5.97,1.27,0.79,0.91,0.95,1.4
44,640,375,1.0,0.77,0.35,12.0,2.33,0.47,0.64,0.8,2.17
45,1082,265,1.0,0.41,0.25,5.17,1.14,0.84,0.9,0.99,1.6
46,678,457,1.0,0.6,0.25,7.83,1.54,0.7,0.71,0.97,2.34
47,780,666,1.0,0.27,0.24,3.07,0.86,0.89,0.99,1.0,1.15
48,539,305,1.0,0.45,0.33,6.59,1.31,0.82,0.91,0.94,1.37
