ID,X,Y,No.Grains,Length,Width,Area,Primeter,Circularity,Compactness,Ellipticity,AR
0,950,581,1.0,0.65,0.27,9.27,1.69,0.69,0.72,0.97,2.38
1,612,582,1.0,0.6,0.24,7.58,1.57,0.66,0.66,0.92,2.47
2,952,659,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,992,956,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,577,734,1.0,0.7,0.28,9.68,1.77,0.66,0.67,0.99,2.53
5,569,1087,1.0,0.67,0.34,10.97,1.76,0.76,0.8,0.99,1.99
6,413,890,1.0,0.78,0.31,11.64,1.92,0.67,0.67,0.99,2.55
7,1196,1474,1.0,0.36,0.21,3.88,1.01,0.81,0.87,0.99,1.73
8,829,1148,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,355,669,1.0,0.71,0.28,10.22,1.84,0.64,0.66,0.97,2.53
10,737,522,1.0,0.68,0.3,9.95,1.72,0.71,0.73,0.99,2.26
11,513,512,1.0,0.5,0.21,5.63,1.33,0.68,0.7,0.96,2.37
12,486,795,1.0,0.62,0.32,9.22,1.63,0.74,0.79,0.98,1.95
13,1492,881,1.0,0.48,0.24,5.71,1.27,0.75,0.78,0.97,2.02
14,472,1184,1.0,0.61,0.3,9.24,1.64,0.74,0.78,0.98,2.04
15,1357,964,1.0,0.24,0.2,2.37,0.75,0.91,0.99,1.0,1.16
16,1279,755,1.0,0.46,0.27,6.24,1.29,0.8,0.88,0.98,1.7
17,1366,528,1.0,0.71,0.27,9.95,1.76,0.69,0.68,0.99,2.63
18,1369,479,1.0,0.63,0.24,7.86,1.55,0.69,0.68,0.99,2.64
19,845,1100,1.0,0.64,0.24,8.02,1.62,0.65,0.65,0.98,2.63
20,1509,177,1.0,0.68,0.29,9.59,1.71,0.7,0.72,0.98,2.36
21,802,686,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
