ID,X,Y,No.Grains,Length,Width,Area,Primeter,Circularity,Compactness,Ellipticity,AR
0,638,949,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,127,729,1.0,0.51,0.33,8.41,1.47,0.83,0.9,0.98,1.57
2,142,826,2.0,1.05,0.31,16.41,2.57,0.53,0.51,0.91,3.34
3,504,1036,1.0,0.71,0.3,11.29,1.88,0.68,0.72,0.95,2.35
4,1476,267,2.0,0.86,0.28,12.41,2.25,0.52,0.55,0.85,3.03
5,254,965,2.0,1.18,0.32,18.0,2.96,0.44,0.44,0.88,3.68
6,500,860,2.0,1.19,0.3,17.83,2.93,0.44,0.41,0.87,3.93
7,1563,908,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,1663,700,1.0,0.27,0.24,3.1,0.85,0.91,0.99,1.0,1.13
9,1746,968,1.0,0.63,0.3,9.68,1.67,0.73,0.76,0.97,2.08
10,1143,1023,1.0,0.49,0.25,6.53,1.33,0.79,0.83,0.99,1.94
11,1002,248,1.0,0.61,0.24,6.8,1.73,0.48,0.55,0.74,2.57
12,861,782,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,1872,1078,2.0,0.85,0.27,11.19,2.24,0.47,0.48,0.83,3.21
14,516,943,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,1612,521,1.0,0.55,0.3,8.17,1.49,0.78,0.82,0.98,1.84
16,1320,635,1.0,0.24,0.24,2.54,0.77,0.9,1.0,1.0,1.0
17,520,813,1.0,0.31,0.26,3.75,0.93,0.91,0.99,1.0,1.19
18,561,410,1.0,0.49,0.33,7.75,1.42,0.82,0.91,0.96,1.47
19,1267,427,1.0,0.36,0.29,4.88,1.1,0.86,0.96,0.97,1.23
20,528,379,1.0,0.64,0.35,11.2,1.76,0.77,0.82,0.96,1.83
21,1110,1368,4.0,2.09,0.36,32.98,5.13,0.27,0.28,0.72,5.86
22,580,1194,1.0,0.41,0.36,6.31,1.24,0.87,0.98,0.97,1.14
23,1023,924,1.0,0.49,0.32,7.32,1.4,0.8,0.88,0.95,1.53
24,1476,1124,3.0,1.47,0.36,23.24,3.5,0.4,0.38,0.83,4.07
25,1584,585,2.0,1.11,0.28,15.68,2.75,0.44,0.43,0.92,3.99
26,1397,447,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,800,929,4.0,2.14,0.35,32.73,5.03,0.28,0.25,0.87,6.19
28,1609,1300,3.0,1.71,0.31,26.54,4.13,0.33,0.3,0.75,5.48
29,1385,1121,1.0,0.51,0.36,8.81,1.51,0.83,0.94,0.99,1.43
30,1670,481,1.0,0.62,0.31,9.37,1.62,0.76,0.78,0.98,1.98
31,409,1164,1.0,0.61,0.34,9.92,1.63,0.79,0.83,0.99,1.78
32,791,551,1.0,0.29,0.24,3.31,0.89,0.89,0.98,1.0,1.22
33,1171,1117,1.0,0.6,0.24,7.9,1.58,0.67,0.7,0.98,2.47
34,773,582,1.0,0.66,0.31,9.95,1.71,0.73,0.75,0.96,2.17
35,815,358,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,1504,555,2.0,1.08,0.35,17.59,2.6,0.55,0.54,0.95,3.11
37,1710,610,1.0,0.39,0.24,4.66,1.14,0.77,0.88,0.97,1.63
38,889,502,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,1670,963,2.0,1.08,0.31,16.39,2.63,0.5,0.49,0.89,3.51
40,434,908,1.0,0.43,0.29,6.51,1.26,0.87,0.94,0.99,1.47
41,906,584,1.0,0.56,0.27,7.8,1.5,0.74,0.76,0.97,2.07
42,770,1232,1.0,0.55,0.35,8.69,1.52,0.8,0.87,0.95,1.58
43,1140,584,3.0,1.42,0.37,22.27,3.55,0.38,0.4,0.89,3.87
44,1284,638,1.0,0.6,0.28,8.2,1.57,0.71,0.74,0.95,2.16
45,782,227,3.0,1.55,0.34,24.71,3.78,0.37,0.34,0.85,4.54
46,771,543,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,772,512,1.0,0.56,0.27,7.64,1.46,0.76,0.79,0.99,2.06
48,1061,991,2.0,1.24,0.35,19.73,3.01,0.46,0.43,0.86,3.54
49,1034,869,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,1433,629,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,223,1003,1.0,0.6,0.28,8.85,1.59,0.74,0.76,0.99,2.17
52,1566,820,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,1087,1131,3.0,1.59,0.32,25.0,3.81,0.37,0.34,0.83,5.02
54,1835,560,1.0,0.4,0.24,5.12,1.15,0.82,0.89,0.99,1.64
55,525,700,2.0,1.14,0.29,16.24,2.74,0.46,0.42,0.86,3.93
56,1413,1331,2.0,1.15,0.29,17.83,2.78,0.49,0.45,0.89,3.92
57,1230,995,2.0,0.85,0.34,13.32,2.48,0.46,0.59,0.84,2.5
58,802,304,3.0,1.18,0.34,17.47,2.98,0.42,0.39,0.81,3.45
59,893,408,1.0,0.47,0.3,6.53,1.31,0.81,0.87,0.98,1.57
60,277,802,1.0,0.68,0.36,11.47,1.81,0.74,0.79,0.97,1.91
61,569,1231,2.0,0.83,0.34,13.69,2.25,0.58,0.65,0.88,2.41
62,1483,860,1.0,0.24,0.24,2.54,0.77,0.9,1.0,1.0,1.0
63,402,773,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,1282,1033,1.0,0.52,0.27,7.47,1.42,0.79,0.82,0.99,1.95
65,242,733,1.0,0.71,0.34,10.92,1.82,0.7,0.73,0.96,2.1
66,1617,934,2.0,1.05,0.29,14.15,2.86,0.37,0.43,0.78,3.59
67,1280,442,1.0,0.29,0.27,3.81,0.94,0.91,1.0,0.99,1.07
68,304,928,1.0,0.59,0.26,7.97,1.53,0.72,0.73,0.98,2.27
69,1246,932,2.0,1.18,0.33,18.25,2.87,0.47,0.46,0.95,3.59
70,202,734,1.0,0.6,0.28,8.44,1.58,0.72,0.76,0.98,2.17
71,934,547,2.0,0.77,0.24,10.39,2.02,0.54,0.54,0.89,3.16
72,1809,1019,4.0,2.01,0.32,31.49,4.94,0.27,0.26,0.68,6.28
73,1276,582,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,1050,544,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,807,1077,1.0,0.6,0.29,9.08,1.61,0.75,0.79,0.98,2.06
76,608,1153,3.0,1.25,0.37,20.98,3.19,0.44,0.43,0.83,3.4
77,1316,571,1.0,0.27,0.24,3.05,0.84,0.92,1.0,1.0,1.14
78,631,1110,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,1019,303,1.0,0.25,0.25,3.07,0.84,0.93,1.0,1.0,1.0
80,1736,668,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,1391,1152,1.0,0.51,0.34,8.69,1.5,0.83,0.92,0.99,1.49
82,1410,669,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,965,518,1.0,0.43,0.24,5.37,1.19,0.81,0.84,0.98,1.82
84,376,815,2.0,1.06,0.31,16.08,2.61,0.5,0.48,0.91,3.39
85,858,426,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,1874,535,2.0,0.8,0.28,10.63,2.09,0.52,0.54,0.86,2.82
87,815,1167,1.0,0.55,0.28,7.88,1.5,0.75,0.79,0.97,1.97
88,1418,651,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,195,813,1.0,0.54,0.27,7.34,1.43,0.76,0.8,0.99,1.96
90,540,917,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,794,1199,1.0,0.6,0.3,8.78,1.6,0.73,0.76,0.97,2.02
92,1100,431,3.0,1.59,0.33,25.29,3.81,0.37,0.35,0.85,4.77
93,1351,571,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,1396,1277,1.0,0.64,0.27,9.07,1.65,0.71,0.73,0.99,2.33
95,865,910,1.0,0.39,0.27,5.12,1.11,0.88,0.94,1.0,1.43
96,1364,1106,1.0,0.34,0.27,4.32,1.03,0.87,0.98,0.99,1.25
97,351,579,1.0,0.67,0.31,10.61,1.79,0.7,0.74,0.93,2.17
98,580,699,1.0,0.42,0.27,5.53,1.17,0.86,0.91,0.99,1.55
99,589,437,1.0,0.58,0.33,9.19,1.61,0.75,0.81,0.97,1.74
