ID,X,Y,No.Grains,Length,Width,Area,Primeter,Circularity,Compactness,Ellipticity,AR
0,625,947,1.0,0.53,0.24,6.76,1.4,0.74,0.76,0.96,2.18
1,1475,1207,1.0,0.45,0.27,5.97,1.24,0.83,0.87,0.99,1.66
2,707,964,4.0,1.87,0.27,26.75,4.28,0.31,0.26,0.72,6.86
3,1434,831,1.0,0.46,0.31,6.49,1.29,0.83,0.92,0.96,1.47
4,1098,171,3.0,1.15,0.27,15.95,2.8,0.43,0.4,0.84,4.25
5,1097,681,3.0,1.1,0.3,14.64,2.83,0.39,0.41,0.72,3.7
6,443,611,1.0,0.44,0.27,5.97,1.25,0.81,0.88,0.97,1.62
7,1421,859,1.0,0.38,0.28,5.05,1.11,0.87,0.94,0.98,1.36
8,466,759,1.0,0.52,0.26,6.63,1.43,0.69,0.74,0.92,1.96
9,1089,76,4.0,1.92,0.26,25.8,4.47,0.28,0.23,0.79,7.47
10,714,338,1.0,0.55,0.26,6.92,1.41,0.74,0.76,0.99,2.13
11,534,787,2.0,0.79,0.3,11.78,2.02,0.61,0.63,0.92,2.61
12,1060,712,1.0,0.58,0.3,7.78,1.54,0.7,0.73,0.92,1.95
13,465,626,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,465,453,1.0,0.41,0.24,4.98,1.14,0.81,0.87,1.0,1.72
15,805,611,2.0,0.98,0.29,13.2,2.49,0.45,0.44,0.81,3.34
16,732,849,1.0,0.52,0.35,7.92,1.43,0.82,0.9,0.97,1.48
17,1327,769,1.0,0.76,0.23,9.47,1.89,0.56,0.54,0.94,3.34
18,1669,1031,1.0,0.45,0.28,6.05,1.26,0.81,0.89,0.99,1.59
19,731,486,1.0,0.36,0.25,4.39,1.03,0.88,0.94,0.99,1.4
20,623,509,1.0,0.43,0.26,5.46,1.2,0.8,0.87,0.99,1.67
21,815,330,1.0,0.39,0.22,4.59,1.1,0.81,0.86,0.99,1.78
22,1136,720,2.0,0.87,0.24,11.41,2.07,0.57,0.52,0.94,3.64
23,412,701,1.0,0.46,0.29,6.56,1.29,0.84,0.92,1.0,1.57
24,1131,800,2.0,1.2,0.26,15.83,2.89,0.4,0.37,0.83,4.61
25,445,709,1.0,0.48,0.24,6.03,1.29,0.78,0.82,0.98,1.98
26,1380,994,1.0,0.4,0.24,4.95,1.13,0.82,0.88,0.99,1.72
