ID,X,Y,No.Grains,Length,Width,Area,Primeter,Circularity,Compactness,Ellipticity,AR
0,774,1005,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,906,710,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,912,238,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,466,101,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,127,530,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,750,347,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,579,244,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,882,149,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,739,283,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,810,929,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,937,300,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,620,300,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,853,101,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,257,530,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,539,198,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,873,797,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,429,540,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,490,141,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,720,1154,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,763,408,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,825,893,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,889,188,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,326,530,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,196,538,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,746,1078,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,980,368,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
