ID,X,Y,No.Grains,Length,Width,Area,Primeter,Circularity,Compactness,Ellipticity,AR
0,1062,999,1.0,0.48,0.24,5.98,1.28,0.78,0.81,0.99,1.97
1,913,929,1.0,0.66,0.25,8.63,1.66,0.66,0.68,0.99,2.6
2,811,623,1.0,0.65,0.31,9.42,1.67,0.72,0.76,0.99,2.12
3,1395,376,1.0,0.69,0.23,8.44,1.75,0.59,0.58,0.96,3.03
4,1034,1151,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,1522,558,1.0,0.52,0.24,6.78,1.37,0.77,0.79,0.99,2.12
6,708,423,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,717,201,1.0,0.6,0.29,8.76,1.58,0.74,0.77,0.98,2.07
8,145,860,3.0,1.36,0.31,20.63,3.19,0.43,0.38,0.85,4.45
9,1087,1077,1.0,0.54,0.25,7.0,1.43,0.73,0.76,0.98,2.18
10,1343,835,1.0,0.48,0.24,5.81,1.3,0.73,0.77,0.97,1.97
11,437,1431,1.0,0.62,0.31,9.36,1.63,0.75,0.79,0.99,2.02
12,1109,1026,1.0,0.34,0.21,3.83,0.99,0.83,0.91,0.99,1.63
13,457,781,1.0,0.73,0.28,10.56,1.84,0.66,0.67,0.97,2.58
14,1044,1119,1.0,0.59,0.22,7.27,1.49,0.7,0.68,0.98,2.69
15,1264,976,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,88,878,1.0,0.65,0.34,9.93,1.68,0.75,0.8,0.96,1.9
17,778,1076,1.0,0.76,0.27,10.15,1.89,0.6,0.61,0.99,2.86
18,1292,943,1.0,0.24,0.19,2.51,0.77,0.89,0.98,1.0,1.29
19,860,409,1.0,0.57,0.25,7.29,1.47,0.72,0.74,0.99,2.23
20,1240,936,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,479,1363,1.0,0.6,0.31,8.8,1.58,0.75,0.8,0.99,1.98
22,858,637,1.0,0.6,0.26,7.73,1.53,0.71,0.72,0.99,2.31
23,937,1265,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,1525,1247,1.0,0.32,0.2,3.46,0.94,0.84,0.92,0.99,1.62
25,1232,1095,1.0,0.61,0.22,7.47,1.61,0.61,0.63,0.94,2.75
26,1304,619,1.0,0.35,0.2,3.83,1.0,0.82,0.87,0.99,1.78
27,1333,894,2.0,0.99,0.27,13.58,2.42,0.49,0.45,0.92,3.63
28,458,1396,1.0,0.64,0.29,8.78,1.63,0.7,0.73,0.99,2.22
29,793,1123,1.0,0.56,0.29,8.39,1.54,0.75,0.78,0.93,1.95
30,861,1398,1.0,0.69,0.3,10.08,1.76,0.7,0.72,0.99,2.28
31,1083,643,1.0,0.53,0.28,7.36,1.42,0.78,0.82,0.98,1.93
32,689,939,1.0,0.63,0.29,9.08,1.62,0.74,0.76,0.99,2.14
33,1260,1340,1.0,0.58,0.27,7.81,1.49,0.74,0.78,0.99,2.12
34,779,1576,1.0,0.67,0.3,9.66,1.71,0.7,0.73,0.99,2.21
35,1126,988,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,1455,622,1.0,0.6,0.26,7.9,1.54,0.71,0.72,0.98,2.31
37,250,862,1.0,0.56,0.32,8.22,1.53,0.75,0.84,0.97,1.74
38,644,530,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,1334,588,1.0,0.48,0.24,6.25,1.3,0.79,0.81,0.99,1.98
40,1558,525,1.0,0.57,0.25,7.34,1.47,0.72,0.75,1.0,2.26
41,714,258,1.0,0.29,0.22,3.17,0.86,0.92,0.98,1.0,1.3
42,1445,1149,1.0,0.51,0.23,6.08,1.34,0.72,0.74,0.98,2.22
43,1046,73,1.0,0.53,0.25,7.1,1.39,0.78,0.82,0.98,2.07
44,894,1055,2.0,1.29,0.26,17.71,3.07,0.4,0.36,0.86,4.91
45,1253,1227,1.0,0.49,0.24,5.97,1.28,0.77,0.8,0.99,2.07
46,1323,534,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,686,575,1.0,0.5,0.21,5.81,1.32,0.71,0.74,0.97,2.39
48,1031,1221,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,888,1335,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,1267,1437,1.0,0.66,0.29,9.36,1.66,0.72,0.73,0.98,2.29
51,555,748,1.0,0.51,0.25,6.47,1.35,0.76,0.79,0.99,2.03
52,436,874,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,811,1484,1.0,0.64,0.28,9.17,1.65,0.72,0.74,0.99,2.3
54,792,1004,1.0,0.43,0.37,6.85,1.34,0.81,0.94,0.93,1.14
55,410,737,2.0,0.66,0.31,9.64,1.72,0.69,0.75,0.98,2.11
56,1026,239,1.0,0.58,0.22,7.05,1.47,0.7,0.69,0.98,2.6
