ID,X,Y,No.Grains,Length,Width,Area,Primeter,Circularity,Compactness,Ellipticity,AR
0,1312,1115,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1608,910,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1424,581,1.0,0.31,0.2,3.24,0.91,0.84,0.93,0.99,1.51
3,958,1002,1.0,0.6,0.26,7.92,1.56,0.7,0.71,0.96,2.32
4,187,953,1.0,0.59,0.29,8.2,1.54,0.74,0.77,0.99,2.06
5,1082,1049,1.0,0.29,0.24,3.32,0.89,0.9,0.98,0.99,1.2
6,379,859,1.0,0.63,0.28,8.92,1.63,0.72,0.74,0.99,2.23
7,496,300,1.0,0.56,0.28,7.73,1.46,0.77,0.79,1.0,1.98
8,330,741,1.0,0.8,0.29,11.56,1.94,0.65,0.63,0.98,2.75
9,910,846,1.0,0.63,0.24,7.76,1.61,0.64,0.65,0.98,2.59
10,610,391,3.0,1.35,0.32,19.78,3.28,0.39,0.35,0.84,4.29
11,1070,1069,1.0,0.46,0.27,6.07,1.31,0.75,0.85,0.94,1.72
12,1047,875,1.0,0.43,0.22,4.8,1.15,0.78,0.81,0.98,1.93
13,1039,840,1.0,0.48,0.27,6.14,1.29,0.78,0.85,0.99,1.76
14,1082,1145,2.0,0.84,0.37,14.49,2.11,0.69,0.71,0.96,2.31
15,1617,398,1.0,0.47,0.29,6.95,1.33,0.83,0.89,0.99,1.61
16,762,1031,1.0,0.61,0.29,8.8,1.61,0.72,0.75,0.97,2.13
17,437,692,1.0,0.61,0.28,8.56,1.59,0.72,0.75,0.99,2.16
18,1179,1060,1.0,0.52,0.27,6.97,1.4,0.76,0.81,0.99,1.91
19,1449,589,1.0,0.46,0.25,5.78,1.24,0.8,0.84,0.99,1.81
20,1730,968,1.0,0.61,0.29,8.68,1.59,0.73,0.75,0.99,2.13
21,1164,518,2.0,1.34,0.27,18.85,3.13,0.41,0.35,0.87,4.93
22,556,349,1.0,0.6,0.29,8.49,1.55,0.75,0.78,0.99,2.06
23,961,956,1.0,0.34,0.24,3.86,0.98,0.86,0.94,1.0,1.42
24,1238,901,1.0,0.45,0.21,4.83,1.24,0.67,0.74,0.95,2.16
