ID,X,Y,No.Grains,Length,Width,Area,Primeter,Circularity,Compactness,Ellipticity,AR
0,376,712,1.0,0.39,0.27,5.31,1.13,0.89,0.95,1.0,1.44
1,633,398,3.0,1.25,0.28,18.54,3.02,0.43,0.39,0.89,4.44
2,840,258,1.0,0.51,0.36,8.64,1.45,0.87,0.94,0.99,1.43
3,865,683,1.0,0.34,0.24,4.07,0.99,0.88,0.96,1.0,1.43
4,207,323,1.0,0.43,0.29,6.25,1.24,0.87,0.92,0.99,1.49
5,627,283,2.0,0.61,0.31,9.73,1.67,0.75,0.81,0.97,1.97
6,800,324,2.0,0.86,0.3,12.9,2.17,0.58,0.59,0.92,2.83
7,308,581,1.0,0.51,0.29,7.46,1.38,0.84,0.87,0.99,1.77
8,691,371,1.0,0.53,0.24,6.78,1.45,0.69,0.77,0.95,2.2
9,825,128,1.0,0.54,0.27,7.34,1.43,0.77,0.8,0.99,2.0
10,881,602,3.0,1.22,0.3,18.27,3.2,0.38,0.39,0.78,4.12
11,600,226,1.0,0.32,0.24,3.78,0.97,0.85,0.95,0.99,1.36
12,807,850,1.0,0.56,0.27,7.64,1.47,0.75,0.79,0.99,2.06
13,460,740,1.0,0.49,0.26,6.59,1.33,0.79,0.84,0.99,1.84
14,532,644,1.0,0.3,0.24,3.61,0.93,0.89,0.97,0.99,1.22
15,415,346,1.0,0.5,0.33,7.8,1.42,0.82,0.88,0.96,1.54
16,615,542,1.0,0.27,0.25,3.29,0.88,0.9,1.0,0.99,1.07
17,585,530,1.0,0.49,0.24,5.78,1.4,0.63,0.72,0.91,2.07
18,662,331,1.0,0.41,0.25,5.15,1.14,0.84,0.91,1.0,1.6
19,627,556,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,828,184,2.0,0.82,0.34,12.36,2.18,0.55,0.61,0.86,2.4
21,411,567,2.0,0.75,0.27,10.19,2.06,0.51,0.56,0.86,2.81
22,882,357,3.0,1.16,0.32,17.64,2.86,0.46,0.44,0.82,3.64
23,444,768,1.0,0.55,0.25,6.31,1.65,0.49,0.6,0.76,2.18
24,309,499,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,818,391,3.0,1.01,0.35,15.88,2.75,0.45,0.49,0.75,2.89
26,384,681,1.0,0.42,0.27,5.75,1.2,0.85,0.92,0.99,1.55
27,159,477,3.0,1.39,0.29,20.59,3.23,0.42,0.36,0.91,4.79
28,233,369,1.0,0.49,0.27,7.07,1.37,0.8,0.85,0.97,1.81
29,386,643,2.0,0.85,0.33,12.86,2.27,0.53,0.58,0.83,2.61
30,847,659,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,583,185,2.0,0.99,0.29,14.59,2.49,0.5,0.49,0.88,3.42
32,274,422,1.0,0.5,0.33,7.61,1.41,0.82,0.89,0.98,1.53
33,444,448,2.0,0.7,0.28,10.17,1.79,0.67,0.67,0.96,2.52
34,696,403,1.0,0.42,0.28,5.8,1.23,0.81,0.9,0.96,1.49
35,501,570,2.0,0.82,0.29,12.14,2.05,0.62,0.61,0.95,2.84
36,356,286,1.0,0.43,0.27,6.07,1.22,0.87,0.91,0.99,1.57
37,541,566,1.0,0.4,0.22,4.85,1.16,0.76,0.83,0.96,1.83
38,487,448,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,810,819,1.0,0.41,0.27,5.39,1.16,0.86,0.93,1.0,1.5
40,373,309,1.0,0.4,0.29,5.54,1.17,0.86,0.94,0.99,1.36
41,693,428,1.0,0.51,0.29,7.05,1.43,0.73,0.83,0.94,1.77
42,257,608,3.0,1.5,0.32,22.47,3.86,0.32,0.32,0.67,4.7
43,545,616,1.0,0.43,0.26,5.71,1.2,0.85,0.9,0.99,1.65
44,430,380,2.0,0.66,0.3,10.1,1.73,0.72,0.75,0.93,2.18
45,842,425,1.0,0.34,0.29,4.47,1.03,0.9,0.98,0.99,1.17
46,214,349,1.0,0.43,0.31,6.39,1.26,0.85,0.94,0.99,1.39
47,812,773,3.0,1.02,0.31,15.59,2.47,0.55,0.52,0.94,3.25
48,819,724,1.0,0.46,0.24,5.8,1.27,0.76,0.84,0.99,1.91
49,281,521,1.0,0.56,0.27,7.76,1.44,0.79,0.8,0.99,2.06
50,249,399,1.0,0.42,0.28,5.8,1.21,0.85,0.92,0.99,1.49
51,493,685,4.0,1.48,0.3,21.49,3.6,0.35,0.32,0.85,4.91
52,379,515,1.0,0.46,0.25,5.42,1.34,0.65,0.75,0.89,1.8
53,351,531,1.0,0.43,0.26,5.93,1.22,0.85,0.9,0.99,1.65
54,473,399,1.0,0.33,0.26,4.08,0.99,0.88,0.96,0.99,1.27
55,657,302,1.0,0.44,0.27,5.93,1.22,0.84,0.9,1.0,1.62
56,389,324,1.0,0.3,0.24,3.61,0.92,0.9,0.97,1.0,1.22
57,383,598,1.0,0.49,0.32,7.47,1.38,0.83,0.89,0.97,1.53
58,826,223,1.0,0.37,0.25,4.73,1.06,0.9,0.95,1.0,1.46
59,627,580,1.0,0.27,0.24,3.05,0.84,0.92,0.99,1.0,1.14
