ID,X,Y,No.Grains,Length,Width,Area,Primeter,Circularity,Compactness,Ellipticity,AR
0,799,308,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,669,202,1.0,0.57,0.24,7.61,1.49,0.73,0.73,0.98,2.36
2,83,482,2.0,1.36,0.29,20.29,3.26,0.41,0.36,0.85,4.68
3,607,331,1.0,0.29,0.24,3.31,0.88,0.92,0.99,1.0,1.21
4,498,590,1.0,0.8,0.29,12.12,2.06,0.61,0.61,0.95,2.78
5,346,671,1.0,0.77,0.28,11.08,1.96,0.62,0.62,0.97,2.76
6,442,620,1.0,0.36,0.26,4.73,1.07,0.87,0.94,0.99,1.41
7,331,475,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,696,227,1.0,0.34,0.31,4.53,1.03,0.91,0.99,0.99,1.11
9,348,107,1.0,0.54,0.26,7.56,1.44,0.78,0.79,0.98,2.07
10,321,74,1.0,0.68,0.25,9.2,1.74,0.65,0.63,0.95,2.67
11,580,531,1.0,0.39,0.24,4.8,1.1,0.84,0.91,0.99,1.63
12,413,178,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,854,460,1.0,0.24,0.24,2.54,0.77,0.9,1.0,1.0,1.0
14,803,365,1.0,0.78,0.32,11.97,2.01,0.63,0.64,0.93,2.45
15,411,634,1.0,0.73,0.27,10.46,1.87,0.64,0.64,0.96,2.66
16,641,498,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,198,477,3.0,2.46,0.37,40.97,5.83,0.26,0.22,0.77,6.57
18,736,290,1.0,0.86,0.3,12.46,2.28,0.51,0.55,0.89,2.9
19,387,653,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,495,263,1.0,0.66,0.3,9.9,1.75,0.69,0.69,0.94,2.24
21,453,212,1.0,0.69,0.31,10.76,1.8,0.71,0.72,0.97,2.26
22,383,142,1.0,0.84,0.25,12.08,2.09,0.59,0.55,0.95,3.32
23,640,166,1.0,0.72,0.29,10.85,1.86,0.67,0.68,0.96,2.47
24,578,579,1.0,0.8,0.29,12.32,2.0,0.65,0.63,0.97,2.73
25,598,263,1.0,0.73,0.25,10.31,1.81,0.67,0.65,0.98,2.87
