ID,X,Y,No.Grains,Length,Width,Area,Primeter,Circularity,Compactness,Ellipticity,AR
0,843,1184,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,350,210,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,910,159,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,411,529,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,694,665,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,515,425,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,959,317,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,773,653,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,458,601,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,649,735,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,1129,444,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,1001,402,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,1203,784,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,388,322,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,297,597,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,162,587,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,565,804,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,1024,380,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,1098,1016,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,836,913,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,383,284,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,922,202,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,949,239,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,320,662,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,1069,1048,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,1223,274,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,1240,241,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,429,567,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,434,775,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,479,788,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,1216,320,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,1037,506,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,1127,948,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,1116,909,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,959,806,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,431,400,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,1132,668,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,472,490,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
