ID,X,Y,No.Grains,Length,Width,Area,Primeter,Circularity,Compactness,Ellipticity,AR
0,458,904,1.0,0.31,0.29,4.05,0.97,0.92,1.0,1.0,1.05
1,569,765,1.0,0.24,0.24,2.54,0.77,0.9,1.0,1.0,1.0
2,690,752,2.0,1.27,0.32,19.78,3.04,0.46,0.42,0.88,3.93
3,512,850,1.0,0.31,0.27,3.88,0.96,0.9,0.98,0.99,1.12
4,688,575,1.0,0.24,0.24,2.54,0.77,0.9,1.0,1.0,1.0
5,484,871,1.0,0.77,0.26,11.29,1.92,0.65,0.62,0.98,2.91
6,761,514,1.0,0.25,0.24,2.8,0.8,0.92,1.0,1.0,1.07
7,1047,869,2.0,1.62,0.29,23.03,4.03,0.3,0.28,0.8,5.58
8,680,408,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,644,382,1.0,0.8,0.28,11.85,1.99,0.64,0.62,0.98,2.82
10,214,587,1.0,0.31,0.27,3.97,0.97,0.9,0.98,1.0,1.17
11,1032,975,1.0,0.62,0.24,8.15,1.6,0.67,0.7,0.98,2.55
12,375,541,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,917,758,1.0,0.34,0.27,4.58,1.04,0.91,0.97,1.0,1.25
14,805,919,1.0,0.64,0.3,10.14,1.73,0.72,0.76,0.97,2.15
15,828,850,1.0,0.44,0.28,6.17,1.24,0.85,0.9,0.99,1.61
16,836,806,1.0,0.92,0.3,14.29,2.29,0.58,0.57,0.96,3.1
17,730,522,1.0,0.34,0.25,4.17,1.02,0.86,0.95,0.99,1.34
18,417,568,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,1069,651,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,1060,779,1.0,1.17,0.29,17.78,2.85,0.47,0.44,0.9,4.06
21,892,615,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,379,980,1.0,0.45,0.27,6.32,1.28,0.82,0.87,0.98,1.65
23,477,336,1.0,0.73,0.3,10.98,1.87,0.67,0.68,0.98,2.45
24,324,598,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,127,574,2.0,1.38,0.29,20.63,3.24,0.42,0.37,0.91,4.77
26,412,941,1.0,0.7,0.27,10.34,1.8,0.68,0.67,0.97,2.62
27,782,1001,1.0,0.59,0.28,8.63,1.58,0.73,0.76,0.98,2.12
28,444,919,1.0,0.41,0.32,5.78,1.2,0.86,0.96,0.98,1.26
29,529,784,2.0,0.93,0.3,13.76,2.43,0.5,0.5,0.81,3.08
30,265,588,1.0,1.17,0.29,17.39,2.78,0.48,0.44,0.87,4.05
31,351,998,1.0,0.63,0.28,9.61,1.66,0.74,0.74,0.97,2.24
32,553,373,2.0,1.7,0.32,27.46,4.02,0.36,0.32,0.85,5.34
33,710,682,1.0,0.29,0.27,3.78,0.93,0.93,1.0,1.0,1.07
34,434,310,1.0,0.82,0.32,13.51,2.09,0.66,0.67,0.97,2.57
35,842,677,1.0,0.49,0.28,7.07,1.36,0.81,0.86,0.98,1.73
36,1060,723,1.0,0.58,0.29,8.71,1.55,0.77,0.8,0.98,2.0
37,799,957,1.0,0.48,0.28,6.83,1.34,0.82,0.86,0.99,1.75
38,479,584,1.0,0.25,0.24,2.8,0.8,0.92,1.0,1.0,1.07
39,1040,941,1.0,0.54,0.27,7.64,1.46,0.76,0.8,0.97,2.0
40,897,712,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,605,750,1.0,0.25,0.24,2.86,0.82,0.9,0.99,1.0,1.06
42,860,639,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,369,282,2.0,1.4,0.3,20.66,3.45,0.37,0.34,0.82,4.73
