ID,X,Y,No.Grains,Length,Width,Area,Primeter,Circularity,Compactness,Ellipticity,AR
0,519,716,1.0,0.46,0.22,5.46,1.24,0.75,0.79,0.98,2.08
1,758,67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1542,456,2.0,0.99,0.24,12.83,2.38,0.48,0.44,0.9,4.03
3,1434,634,1.0,0.51,0.24,6.27,1.34,0.75,0.76,0.99,2.15
4,1171,717,2.0,1.1,0.27,14.71,2.64,0.45,0.43,0.94,4.01
5,653,1102,1.0,0.56,0.3,7.9,1.48,0.77,0.81,0.99,1.89
6,1417,475,1.0,0.53,0.24,6.71,1.4,0.73,0.76,0.99,2.19
7,839,1003,1.0,0.39,0.24,4.83,1.11,0.84,0.9,0.98,1.58
8,955,1427,1.0,0.48,0.25,6.32,1.3,0.8,0.82,0.99,1.91
9,498,649,1.0,0.22,0.2,2.15,0.71,0.9,1.0,1.0,1.08
10,1146,1024,1.0,0.55,0.3,8.07,1.5,0.77,0.82,0.97,1.86
11,625,266,1.0,0.56,0.31,8.0,1.48,0.78,0.83,0.99,1.83
12,889,443,1.0,0.48,0.26,6.12,1.28,0.79,0.83,1.0,1.85
13,1366,1118,2.0,1.1,0.31,15.86,2.67,0.47,0.45,0.9,3.61
14,1188,589,1.0,0.47,0.22,5.68,1.24,0.79,0.8,0.99,2.15
15,915,1216,1.0,0.51,0.22,6.1,1.32,0.75,0.76,0.99,2.29
16,638,462,1.0,0.42,0.22,4.92,1.17,0.76,0.81,0.97,1.92
17,1168,1154,1.0,0.6,0.26,7.37,1.6,0.61,0.65,0.92,2.32
18,592,148,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,1649,1375,1.0,0.42,0.23,5.24,1.17,0.81,0.86,1.0,1.84
20,1333,664,1.0,0.45,0.24,5.46,1.21,0.79,0.84,0.99,1.86
21,1063,1336,2.0,1.02,0.27,13.42,2.42,0.49,0.43,0.91,3.76
22,1285,1080,1.0,0.52,0.24,6.75,1.39,0.74,0.77,0.98,2.16
23,912,1096,1.0,0.61,0.24,8.02,1.56,0.7,0.7,0.96,2.55
24,1377,1227,1.0,0.56,0.27,7.81,1.45,0.8,0.81,1.0,2.05
25,157,1132,1.0,0.53,0.32,7.66,1.46,0.76,0.84,0.96,1.69
26,648,819,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,951,967,1.0,0.34,0.22,3.9,0.99,0.85,0.92,0.99,1.53
28,542,1030,1.0,0.24,0.21,2.42,0.76,0.89,0.99,1.0,1.15
29,624,655,1.0,0.49,0.25,6.19,1.32,0.76,0.8,0.99,1.97
30,363,625,1.0,0.51,0.25,6.41,1.33,0.77,0.8,0.99,2.0
31,1270,1025,2.0,1.09,0.25,14.56,2.57,0.47,0.43,0.95,4.27
32,587,126,1.0,0.49,0.25,6.36,1.3,0.8,0.81,1.0,1.94
33,1167,994,1.0,0.35,0.26,4.56,1.06,0.86,0.95,0.97,1.36
34,227,1062,1.0,0.5,0.33,7.54,1.42,0.8,0.9,0.97,1.51
35,741,39,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,341,1134,1.0,0.49,0.28,6.58,1.32,0.8,0.85,0.99,1.73
37,523,1050,1.0,0.51,0.26,6.9,1.37,0.79,0.81,0.98,1.94
38,115,1147,1.0,0.56,0.29,8.27,1.54,0.74,0.81,0.98,1.94
39,82,1169,1.0,0.52,0.32,7.66,1.43,0.8,0.87,0.97,1.64
40,214,675,1.0,0.46,0.22,5.34,1.24,0.74,0.78,0.98,2.09
41,974,1455,1.0,0.54,0.24,6.61,1.42,0.7,0.73,0.99,2.22
42,277,1068,1.0,0.61,0.33,9.42,1.62,0.76,0.83,0.99,1.82
43,851,706,1.0,0.44,0.24,5.15,1.18,0.79,0.83,0.99,1.85
44,1617,291,1.0,0.5,0.26,6.58,1.35,0.76,0.81,0.98,1.9
45,541,854,1.0,0.58,0.27,7.66,1.48,0.75,0.77,0.99,2.11
46,549,406,1.0,0.45,0.24,5.59,1.21,0.81,0.85,1.0,1.83
