ID,X,Y,No.Grains,Length,Width,Area,Primeter,Circularity,Compactness,Ellipticity,AR
0,569,561,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1126,833,1.0,0.66,0.27,9.19,1.72,0.67,0.67,0.96,2.49
2,1052,410,1.0,0.37,0.22,4.42,1.08,0.8,0.87,0.97,1.68
3,608,590,1.0,0.29,0.25,3.42,0.9,0.89,0.99,0.99,1.14
4,876,445,1.0,0.36,0.25,4.37,1.04,0.87,0.94,0.99,1.41
5,816,503,1.0,0.72,0.25,8.71,2.06,0.44,0.5,0.77,2.88
6,1095,1055,1.0,0.52,0.28,7.27,1.42,0.77,0.83,0.99,1.88
7,650,402,1.0,0.45,0.37,7.54,1.39,0.83,0.96,0.96,1.22
8,383,428,1.0,0.51,0.27,6.97,1.37,0.79,0.83,0.99,1.89
9,400,641,1.0,0.54,0.31,7.83,1.45,0.79,0.84,1.0,1.78
10,1092,359,1.0,0.48,0.31,6.69,1.32,0.82,0.9,0.98,1.55
11,228,509,1.0,0.43,0.26,5.46,1.17,0.85,0.9,1.0,1.66
12,509,262,1.0,0.52,0.27,7.29,1.42,0.77,0.8,0.98,1.95
13,848,208,2.0,0.72,0.33,12.0,1.98,0.65,0.7,0.88,2.22
14,628,842,1.0,0.38,0.26,4.9,1.11,0.85,0.93,0.99,1.47
15,555,565,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,996,821,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,1115,309,1.0,0.37,0.24,4.54,1.06,0.86,0.93,0.99,1.56
18,380,926,3.0,1.29,0.4,22.85,3.17,0.48,0.46,0.88,3.25
19,486,231,1.0,0.72,0.33,11.66,1.89,0.69,0.72,0.94,2.17
20,276,656,1.0,0.33,0.24,4.12,1.0,0.88,0.95,0.99,1.42
21,854,296,2.0,0.72,0.29,10.0,1.87,0.61,0.64,0.94,2.5
22,903,453,1.0,0.48,0.28,6.75,1.34,0.8,0.87,0.97,1.74
23,662,494,1.0,0.27,0.25,3.39,0.9,0.88,0.99,0.99,1.07
24,641,490,1.0,0.31,0.26,3.8,0.94,0.91,0.98,1.0,1.2
25,100,618,1.0,0.53,0.31,7.73,1.42,0.82,0.88,0.99,1.71
26,620,905,1.0,0.61,0.29,9.05,1.61,0.75,0.77,0.99,2.08
27,873,234,1.0,0.42,0.3,6.19,1.25,0.85,0.93,0.98,1.43
28,249,473,1.0,0.39,0.24,4.9,1.12,0.83,0.9,0.99,1.62
29,208,610,1.0,0.58,0.27,8.14,1.48,0.79,0.8,1.0,2.11
30,570,353,1.0,0.34,0.29,4.39,1.03,0.89,0.98,0.99,1.18
31,796,658,1.0,0.31,0.25,3.88,0.96,0.89,0.97,0.99,1.24
32,958,485,1.0,0.29,0.25,3.37,0.89,0.91,1.0,1.0,1.13
33,1227,329,1.0,0.32,0.25,4.05,0.96,0.93,0.98,1.0,1.27
34,1220,364,1.0,0.66,0.29,9.86,1.78,0.66,0.72,0.92,2.29
35,461,203,1.0,0.46,0.26,6.29,1.28,0.82,0.85,0.99,1.78
