ID,X,Y,No.Grains,Length,Width,Area,Primeter,Circularity,Compactness,Ellipticity,AR
0,211,535,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,328,533,1.0,0.97,0.31,14.61,2.55,0.48,0.53,0.91,3.15
2,744,296,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,424,297,2.0,1.11,0.29,16.39,2.75,0.46,0.43,0.87,3.84
4,701,191,2.0,1.22,0.28,16.53,2.94,0.41,0.38,0.89,4.35
5,477,730,1.0,0.32,0.24,3.86,0.95,0.9,0.97,1.0,1.34
6,771,351,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,119,522,1.0,0.83,0.28,12.08,2.02,0.63,0.61,0.98,3.03
8,348,194,1.0,0.75,0.28,10.66,1.87,0.65,0.65,0.98,2.69
9,598,617,1.0,0.86,0.28,11.93,2.18,0.53,0.57,0.92,3.08
10,730,262,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,463,342,1.0,0.83,0.34,13.47,2.26,0.56,0.66,0.92,2.44
12,258,528,1.0,0.92,0.32,14.56,2.25,0.62,0.6,0.98,2.85
13,174,524,1.0,0.87,0.27,11.97,2.05,0.6,0.57,0.98,3.18
14,552,656,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,393,784,1.0,0.81,0.27,10.95,1.99,0.59,0.58,0.97,2.95
16,784,418,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,378,241,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,432,755,1.0,0.59,0.27,7.81,1.53,0.71,0.73,0.99,2.24
19,568,357,2.0,1.39,0.29,19.64,3.47,0.35,0.33,0.81,4.83
20,570,466,1.0,0.38,0.31,5.47,1.17,0.85,0.96,0.97,1.25
21,505,699,1.0,0.9,0.32,14.51,2.25,0.61,0.62,0.97,2.79
